pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_radj,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
HD 187085 b,HD 187085,1,1,Radial Velocity,2006,986,,,,0.47,,6075,,1.22
HD 187085 b,HD 187085,1,1,Radial Velocity,2006,1019.74,,,,0.251,,6117,1.27,1.19
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,3.0965828,,,,0.0103,,5790,1.15,1.04
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,3.0965886,,,,0.0093,,5790,1.15,1.04
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,3.0966,,,,0,,,,
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,3.0966,,,,0.01,,5790,1.15,1.04
HD 187123 b,HD 187123,1,2,Radial Velocity,1998,3.097,,,,0.03,,5830,,1
HD 187123 c,HD 187123,1,2,Radial Velocity,2008,3380,,,,0.295,,,,1.04
HD 187123 c,HD 187123,1,2,Radial Velocity,2008,3324,,,,0.28,,5790,1.15,1.04
HD 187123 c,HD 187123,1,2,Radial Velocity,2008,3810,,,,0.252,,5790,1.15,1.04
HD 18742 b,HD 18742,1,1,Radial Velocity,2011,772,,,,0.12,,5021,5.88,2.58
HD 18742 b,HD 18742,1,1,Radial Velocity,2011,772,,,,0.12,,5048,4.9,1.6
HD 18742 b,HD 18742,1,1,Radial Velocity,2011,766,,,,0.04,,4940,5.13,1.36
HD 188015 b,HD 188015,2,1,Radial Velocity,2004,461.2,,,,0.137,,5746,,1.09
HD 188015 b,HD 188015,2,1,Radial Velocity,2004,456.46,,,,0.15,,5745,,1.08
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,,1.216,369.303,0.805,,,4875,0.81,0.85
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.2185752,1.138,356.9,0.943,0.0039,,5040,0.76,0.81
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.218573,,,,,,,0.77,
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,,,,,,1201,5023,0.78,0.84
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,,,,,,,5023,0.78,0.84
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.218577,1.119,370.6,1.031,,1209,5050,0.77,0.81
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.21857567,,,,0,,4875,0.81,
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.22,1.14,362,,,1200,5023,0.78,0.84
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.219,1.26,365.49,0.75,0,,5050,0.76,0.82
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.2185752,,,,,,5023,0.78,0.84
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.21857567,1.13,359,,0,,5052,0.75,0.79
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.218573,1.138,363.582,0.963,,1201,5040,0.76,0.81
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.21857578,1.151,365.5,1.004,,1191,5050,0.75,0.84
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.2,1.1,349.6,0.96,0,1200,,,
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,2.21857567,,,0.943,,,,,
HD 190360 b,HD 190360,2,2,Radial Velocity,2003,2915.03687,,,,0.31,,5552,1.14,0.99
HD 190360 b,HD 190360,2,2,Radial Velocity,2003,2915,,,,0.313,,5549,1.17,0.98
HD 190360 b,HD 190360,2,2,Radial Velocity,2003,2867.9,,,,0.343,,5549,1.17,0.98
HD 190360 b,HD 190360,2,2,Radial Velocity,2003,2889,,,,0.301,,,,0.98
HD 190360 b,HD 190360,2,2,Radial Velocity,2003,3902,,,,0.48,,5590,1.13,0.96
HD 190360 b,HD 190360,2,2,Radial Velocity,2003,2891,,,,0.36,,5551,,0.96
HD 190360 c,HD 190360,2,2,Radial Velocity,2005,17.1186,,,,0.107,,5549,1.17,0.98
HD 190360 c,HD 190360,2,2,Radial Velocity,2005,17.1,,,,0.01,,5551,,0.96
HD 190360 c,HD 190360,2,2,Radial Velocity,2005,17.111,,,,0.237,,5549,1.17,0.98
HD 190647 b,HD 190647,1,1,Radial Velocity,2007,1176.45,,,,0.224,,5656,1.38,1.07
HD 190647 b,HD 190647,1,1,Radial Velocity,2007,1038.09998,,,,0.18,,5640,1.45,1.14
HD 190647 b,HD 190647,1,1,Radial Velocity,2007,1038.1,,,,0.18,,5628,,1.1
HD 190984 b,HD 190984,1,1,Radial Velocity,2009,4885,,,,0.57,,5988,1.53,0.91
HD 191806 b,HD 191806,1,1,Radial Velocity,2016,1606.3,,,,0.259,,6010,,1.14
HD 192263 b,HD 192263,1,1,Radial Velocity,1999,24.3556,,,,0.05,,4976,0.74,0.66
HD 192263 b,HD 192263,1,1,Radial Velocity,1999,24.13,,,,0,,,,
HD 192263 b,HD 192263,1,1,Radial Velocity,1999,24.4,,,,0.22,486,,,
HD 192263 b,HD 192263,1,1,Radial Velocity,1999,24.3587,,,,0.008,,4996,0.73,0.81
HD 192263 b,HD 192263,1,1,Radial Velocity,1999,24.3556,,,,0.055,,4975,,0.81
HD 192263 b,HD 192263,1,1,Radial Velocity,1999,24.348,,,,0,,4995,,0.75
HD 192310 b,HD 192310,1,2,Radial Velocity,2011,74.39,,,,0.3,,5144,0.73,0.85
HD 192310 b,HD 192310,1,2,Radial Velocity,2011,74.72,,,,0.13,355,5166,,0.8
HD 192310 c,HD 192310,1,2,Radial Velocity,2011,525.8,,,,0.32,185,5166,,0.8
HD 192699 b,HD 192699,1,1,Radial Velocity,2007,340.94,,,,0.082,,5041,4.41,1.38
HD 192699 b,HD 192699,1,1,Radial Velocity,2007,351.5,,,,0.149,,5220,3.9,1.68
HD 192699 b,HD 192699,1,1,Radial Velocity,2007,345.53,,,,0.13,,5164,4.31,1.61
HD 192699 b,HD 192699,1,1,Radial Velocity,2007,345.53,,,,0.129,,,,1.69
HD 195019 b,HD 195019,2,1,Radial Velocity,1998,18.2,,,,0.02,,5750,1.48,1.03
HD 195019 b,HD 195019,2,1,Radial Velocity,1998,18.20163,,,,0.014,,5750,1.48,1.03
HD 195019 b,HD 195019,2,1,Radial Velocity,1998,18.20132,,,,0.01,,5751,1.48,1.21
HD 195019 b,HD 195019,2,1,Radial Velocity,1998,18.27,,,,0.03,,5600,,0.98
HD 195019 b,HD 195019,2,1,Radial Velocity,1998,18.2008,,,,0.014,,5842,,1.06
HD 195019 b,HD 195019,2,1,Radial Velocity,1998,18.20132,,,,0.0138,,5788,,1.07
HD 196050 b,HD 196050,3,1,Radial Velocity,2002,1321,,,,0.3,,5918,,1.1
HD 196050 b,HD 196050,3,1,Radial Velocity,2002,1378,,,,0.228,,,,
HD 196050 b,HD 196050,3,1,Radial Velocity,2002,1378,,,,0.23,,5879,1.42,1.31
HD 196050 b,HD 196050,3,1,Radial Velocity,2002,1300,,,,0.19,,5590,,1.13
HD 196067 b,HD 196067,2,1,Radial Velocity,2012,3638,,,,0.66,,6017,1.73,1.29
HD 196885 A b,HD 196885 A,2,1,Radial Velocity,2007,1346.85,,,,0.462,,6340,,1.33
HD 196885 A b,HD 196885 A,2,1,Radial Velocity,2007,1325.8575,,,,0.48,,6172,1.43,1.18
HD 196885 A b,HD 196885 A,2,1,Radial Velocity,2007,1333,,,,0.48,,6254,1.31,1.28
HD 197037 b,HD 197037,2,1,Radial Velocity,2012,1035.7,,,,0.22,,6150,,1.11
HD 19994 b,HD 19994,3,1,Radial Velocity,2003,535.7,,,,0.3,,6217,,1.34
HD 19994 b,HD 19994,3,1,Radial Velocity,2003,466.2,,,,0.063,,6188,,1.36
HD 20003 b,HD 20003,1,2,Radial Velocity,2019,11.8482,,,,0.36,,5494,,0.88
HD 20003 c,HD 20003,1,2,Radial Velocity,2019,33.9239,,,,0.1,,5494,,0.88
HD 200964 b,HD 200964,1,2,Radial Velocity,2010,606.3,,,,0.087,,4982,4.92,1.39
HD 200964 b,HD 200964,1,2,Radial Velocity,2010,613.79999,,,,0.04,,5079,4.69,1.97
HD 200964 b,HD 200964,1,2,Radial Velocity,2010,613.8,,,,0.04,,5164,4.3,1.44
HD 200964 c,HD 200964,1,2,Radial Velocity,2010,852.5,,,,0.243,,4982,4.92,1.39
HD 200964 c,HD 200964,1,2,Radial Velocity,2010,825,,,,0.181,,5164,4.3,1.44
HD 202206 c,HD 202206,1,1,Radial Velocity,2004,1383.4,,,,0.267,,,,
HD 202206 c,HD 202206,1,1,Radial Velocity,2004,,,,,0.255,,,,1.15
HD 202206 c,HD 202206,1,1,Radial Velocity,2004,1260,,5689,,0.22,,5766,1.04,1.07
HD 202696 b,HD 202696,1,2,Radial Velocity,2019,517.8,,634.4,,0.011,,5040,6.43,1.91
HD 202696 c,HD 202696,1,2,Radial Velocity,2019,946.6,,592.4,,0.028,,5040,6.43,1.91
HD 202772 A b,HD 202772 A,2,1,Transit,2019,3.308958,1.545,323.2,0.343,0.038,2132,6272,2.59,1.72
HD 202772 A b,HD 202772 A,2,1,Transit,2019,3.308754,,,,,1462,6188,1.32,
HD 203030 b,HD 203030,1,1,Imaging,2006,,,7656.097,,,1206,,,
HD 203473 b,HD 203473,1,1,Radial Velocity,2018,1552.9,,,,0.289,,5780,1.33,1.12
HD 2039 b,HD 2039,1,1,Radial Velocity,2002,1120,,,,0.71,,5945,1.19,1.23
HD 2039 b,HD 2039,1,1,Radial Velocity,2002,1120,,,,0.715,,,,
HD 2039 b,HD 2039,1,1,Radial Velocity,2002,1183,,,,0.67,,,,0.98
HD 204313 b,HD 204313,1,2,Radial Velocity,2010,1931,,,,0.131,,5767,,1.04
HD 204313 b,HD 204313,1,2,Radial Velocity,2010,1920.1,,,,0.23,,5760,,1.02
HD 204313 b,HD 204313,1,2,Radial Velocity,2010,1920.09998,,,,0.23,,5783,1.1,1.03
HD 204313 b,HD 204313,1,2,Radial Velocity,2010,2024.1,,,,0.0946,,5776,,1.02
HD 204313 c,HD 204313,1,2,Radial Velocity,2015,34.905,,,,0.155,,5776,,1.02
HD 204941 b,HD 204941,2,1,Radial Velocity,2011,1733,,,,0.37,,5056,0.72,0.74
HD 204941 b,HD 204941,2,1,Radial Velocity,2011,1733,,,,0.37,,5026,0.78,0.58
HD 205739 b,HD 205739,1,1,Radial Velocity,2008,279.8,,,,0.27,,6176,1.33,1.22
HD 206255 b,HD 206255,1,1,Radial Velocity,2019,96.045,,,,0.23,,5635,,1.42
HD 206610 b,HD 206610,1,1,Radial Velocity,2009,610,,,,0.229,,4874,6.1,1.56
HD 206610 b,HD 206610,1,1,Radial Velocity,2009,610,,,,0.23,,4890,4.92,1.93
HD 206610 b,HD 206610,1,1,Radial Velocity,2009,673.2,,,,0.1,,4842,6.12,1.55
HD 20781 b,HD 20781,2,5,Radial Velocity,2019,5.3135,,,,0.1,,5256,,0.7
HD 20781 c,HD 20781,2,5,Radial Velocity,2019,13.8905,,,,0.09,,5256,,0.7
HD 20781 d,HD 20781,2,5,Radial Velocity,2019,29.158,,,,0.11,,5256,,0.7
HD 20781 e,HD 20781,2,5,Radial Velocity,2019,85.5073,,,,0.06,,5256,,0.7
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,597.065,,,,0.956,,5798,1.09,1.02
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,577.9,,,,0.57,,5782.13,1.13,1.04
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,597.0643,,,,0.95,,5782.13,1.13,1.04
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,585.86,,,,0.92,,5758,,1
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,591.90002,,,,0.97,,5790,1.11,1.07
HD 207832 b,HD 207832,3,2,Radial Velocity,2012,161.97,,,,0.13,,5710,0.9,0.94
HD 207832 b,HD 207832,3,2,Radial Velocity,2012,161.97,,,,0.13,,5761,0.96,1.02
HD 207832 b,HD 207832,3,2,Radial Velocity,2012,160.07,,,,0.197,,5726,0.89,1.05
HD 207832 c,HD 207832,3,2,Radial Velocity,2012,1155.7,,,,0.27,,5710,0.9,0.94
HD 20794 b,HD 20794,1,4,Radial Velocity,2011,18.315,,,,0,660,5401,,0.7
HD 20794 b,HD 20794,1,4,Radial Velocity,2011,18.33,,,,0.27,,,,0.81
HD 20794 c,HD 20794,1,4,Radial Velocity,2011,40.114,,,,0,508,5401,,0.7
HD 20794 c,HD 20794,1,4,Radial Velocity,2011,43.17,,,,0.17,,,,0.81
HD 20794 d,HD 20794,1,4,Radial Velocity,2011,88.9,,,,0.25,,,,0.81
HD 20794 d,HD 20794,1,4,Radial Velocity,2011,90.309,,,,0,388,5401,,0.7
HD 20794 e,HD 20794,1,4,Radial Velocity,2017,147.02,,,,0.29,,,,0.81
HD 208487 b,HD 208487,1,1,Radial Velocity,2004,130.08,,,,0.24,,6067,,1.13
HD 208487 b,HD 208487,1,1,Radial Velocity,2004,129.97,,,,0.22,,,,1.05
HD 208487 b,HD 208487,1,1,Radial Velocity,2004,130,,,,0.32,,5929,,0.95
HD 208527 b,HD 208527,1,1,Radial Velocity,2012,875.5,,,,0.08,,4035,51.1,1.6
HD 20868 b,HD 20868,1,1,Radial Velocity,2008,380.85,,,,0.75,,4795,0.79,0.78
HD 20868 b,HD 20868,1,1,Radial Velocity,2008,380.85001,,,,0.75,,4802,0.76,0.39
HD 208897 b,HD 208897,1,1,Radial Velocity,2017,352.7,,,,0.07,,4860,4.98,1.25
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,,1.347,,,,,,1.15,
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.52,1.36,219,,,1450,6052,1.19,1.13
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.5,1.4,219.29,0.34,0,1450,,,
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,,,,,,1448,6052,1.19,1.13
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.5239,1.42,197.05,0.27,0,,6025,1.15,1.03
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.525,1.27,200.22,0.38,,,6000,1.1,1.1
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.52474859,1.39,232,,0,,6091,1.19,1.23
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.524746,1.359,217.704,0.338,,1449,6065,1.16,1.12
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.52475,,,,,1484,6052,1.19,1.13
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,,1.41,235,0.32,,,6071,1.2,1.26
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.52474859,1.38,227,0.362,,1459,6117,1.16,1.15
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.52474859,1.32,,,,,,1.12,1.1
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,,,,,,,,,
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.5246,,,,0,,,,
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,,1.451,203.4,0.261,,,6092,1.2,1
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,,1.42,218,,,,5998,1.18,1.06
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,3.52474859,1.359,217,0.333,0.0081,,6065,1.16,1.12
HD 210193 b,HD 210193,1,1,Radial Velocity,2019,649.918,,,,0.24,,5790,,1.04
HD 210277 b,HD 210277,1,1,Radial Velocity,1998,437,,,,0.45,,5570,,0.92
HD 210277 b,HD 210277,1,1,Radial Velocity,1998,442.1,,,,0.472,,5532,,0.92
HD 210277 b,HD 210277,1,1,Radial Velocity,1998,442.19,,,,0.48,,5538,1.07,1.01
HD 210277 b,HD 210277,1,1,Radial Velocity,1998,442.19,,,,0.476,,5555,,1.01
HD 210702 b,HD 210702,1,1,Radial Velocity,2007,354.1,,,,0.028,,4951,4.92,1.61
HD 210702 b,HD 210702,1,1,Radial Velocity,2007,354.8,,,,0.094,,4967,5.1,1.68
HD 210702 b,HD 210702,1,1,Radial Velocity,2007,354.29,,,,0.106,,,,1.85
HD 211810 b,HD 211810,1,1,Radial Velocity,2018,1558,,,,0.68,,5652,1.13,1.03
HD 211970 b,HD 211970,1,1,Radial Velocity,2019,25.201,,,,0.15,,4127,,0.61
HD 212301 b,HD 212301,2,1,Radial Velocity,2005,2.24571,,,,0,,6239,1.16,1.55
HD 212301 b,HD 212301,2,1,Radial Velocity,2005,2.245715,,,,0,,6256,,1.27
HD 212771 b,HD 212771,1,1,Radial Velocity,2009,380.7,,,,0.076,,5003,5.27,1.56
HD 212771 b,HD 212771,1,1,Radial Velocity,2009,373.29999,,,,0.11,,5069,4.55,2.41
HD 212771 b,HD 212771,1,1,Radial Velocity,2009,373.3,,,,0.111,,5121,5,1.15
HD 213240 b,HD 213240,2,1,Radial Velocity,2001,951,,,,0.45,,5975,,1.22
HD 213240 b,HD 213240,2,1,Radial Velocity,2001,882.70001,,,,0.42,,5979,1.51,1.57
HD 213885 b,HD 213885,1,2,Transit,2019,1.008035,0.156,8.83,9.15,0,2128,5978,1.1,1.07
HD 213885 b,HD 213885,1,2,Transit,2019,1.007908,,,,,1876,5795.29,1.19,
HD 213885 c,HD 213885,1,2,Radial Velocity,2019,4.78503,,,,0,1265,5978,1.1,1.07
HD 21411 b,HD 21411,1,1,Radial Velocity,2019,84.288,,,,0.4,,5605,,0.89
HD 214823 b,HD 214823,2,1,Radial Velocity,2016,1854.4,,,,0.1641,,5933,2.04,1.31
HD 214823 b,HD 214823,2,1,Radial Velocity,2016,1877,,,,0.154,,6215,,1.22
HD 215152 b,HD 215152,1,4,Radial Velocity,2018,5.75999,,,,0,,4935,0.73,0.77
HD 215152 c,HD 215152,1,4,Radial Velocity,2018,7.28243,,,,0,,4935,0.73,0.77
HD 215152 d,HD 215152,1,4,Radial Velocity,2018,10.86499,,,,0,,4935,0.73,0.77
HD 215152 e,HD 215152,1,4,Radial Velocity,2018,25.1967,,,,0,,4935,0.73,0.77
HD 215497 b,HD 215497,1,2,Radial Velocity,2009,3.93404,,,,0.16,,5113,,0.87
HD 215497 b,HD 215497,1,2,Radial Velocity,2009,3.93404,,,,0.16,,5110,0.85,0.67
HD 215497 c,HD 215497,1,2,Radial Velocity,2009,567.94,,,,0.49,,5113,,0.87
HD 216435 b,HD 216435,1,1,Radial Velocity,2002,1311,,,,0.07,,5999,,1.3
HD 216435 b,HD 216435,1,1,Radial Velocity,2002,1391,,,,0.14,,5943,,1.25
HD 216437 b,HD 216437,1,1,Radial Velocity,2002,1334.28,,,,0.317,,5909,1.39,1.17
HD 216437 b,HD 216437,1,1,Radial Velocity,2002,1256,,,,0.29,,5887,,1.06
HD 216437 b,HD 216437,1,1,Radial Velocity,2002,1294,,,,0.33,,,,1.15
HD 216536 b,HD 216536,1,1,Radial Velocity,2015,148.6,,,,0.38,,4639,12.5,1.36
HD 216536 b,HD 216536,1,1,Radial Velocity,2015,148.60001,,,,0.38,,4639,9.83,0.81
HD 216770 b,HD 216770,1,1,Radial Velocity,2003,118.45,,,,0.37,,,,0.9
HD 216770 b,HD 216770,1,1,Radial Velocity,2003,118.45,,,,0.37,,5399,0.93,0.74
HD 21693 b,HD 21693,1,2,Radial Velocity,2019,22.6786,,,,0.12,,5430,,0.8
HD 21693 c,HD 21693,1,2,Radial Velocity,2019,53.7357,,,,0.07,,5430,,0.8
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,7.126816,,,,0.1267,,5575,1.2,0.98
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,7.126846,,,,0.1283,,5575,1.2,0.98
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,7.1269,,,,0.13,,,,1.05
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,7.12689,,,,0.132,,5646,,1.02
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,7.12682,,,,0.13,,5622,1.11,1
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,5189,,,,0.3848,,5575,1.2,0.98
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,3352,,,,0.537,,5646,,1.02
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,4270,,,,0.517,,5575,1.2,0.98
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,5178,,,,0.376,,,,1.11
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,3150,,,,0.55,,,,1.05
HD 21749 c,GJ 143,1,2,Transit,2019,7.78993,0.08,3.7,31.93,,701,4640,0.69,0.73
HD 217786 b,HD 217786,2,1,Radial Velocity,2011,1319,,,,0.4,,5966,1.27,1.02
HD 217850 b,HD 217850,1,1,Radial Velocity,2018,3501.3,,,,0.7621,,5544,1.21,1.03
HD 218566 b,HD 218566,1,1,Radial Velocity,2010,225.7,,,,0.3,,4730,0.85,0.76
HD 218566 b,HD 218566,1,1,Radial Velocity,2010,225.7,,,,0.3,,4820,0.86,0.85
HD 219077 b,HD 219077,1,1,Radial Velocity,2012,5513,,,,0.768,,5364,,1.51
HD 219077 b,HD 219077,1,1,Radial Velocity,2012,5501,,,,0.77,,5362,1.91,1.05
HD 219134 b,HD 219134,1,6,Radial Velocity,2015,3.0935,0.143,,5.89,0.02,,4699,0.78,0.78
HD 219134 b,HD 219134,1,6,Radial Velocity,2015,3.092926,0.143,4.74,6.34,0,1015,4699,0.78,0.81
HD 219134 b,HD 219134,1,6,Radial Velocity,2015,3.0931,,,,0,,4913,0.77,0.79
HD 219134 c,HD 219134,1,6,Radial Velocity,2015,6.76458,0.135,4.36,6.95,0.062,782,4699,0.78,0.81
HD 219134 c,HD 219134,1,6,Radial Velocity,2015,6.7635,,,,0,,4913,0.77,0.79
HD 219134 c,HD 219134,1,6,Radial Velocity,2015,6.767,,,,0.08,,4699,0.78,0.78
HD 219134 d,HD 219134,1,6,Radial Velocity,2015,46.859,0.144,16.17,,0.138,410,4699,0.78,0.81
HD 219134 d,HD 219134,1,6,Radial Velocity,2015,46.66,,,,0.46,,4699,0.78,0.78
HD 219134 d,HD 219134,1,6,Radial Velocity,2015,46.71,,,,0,,4913,0.77,0.79
HD 219134 f,HD 219134,1,6,Radial Velocity,2015,22.717,0.117,7.3,,0.148,523,4699,0.78,0.81
HD 219134 f,HD 219134,1,6,Radial Velocity,2015,22.805,,,,0,,4913,0.77,0.79
HD 219134 g,HD 219134,1,6,Radial Velocity,2015,94.2,,,,0,,4913,0.77,0.79
HD 219134 h,HD 219134,1,6,Radial Velocity,2015,2247,,,,0.06,,4913,0.77,0.79
HD 219134 h,HD 219134,1,6,Radial Velocity,2015,2146,,,,0.06,,,,0.79
HD 219134 h,HD 219134,1,6,Radial Velocity,2015,1842,,,,0.34,,4699,0.78,0.78
HD 219415 b,HD 219415,1,1,Radial Velocity,2012,2093.3,,,,0.4,,4820,2.9,1
HD 219666 b,HD 219666,1,1,Transit,2018,6.036061,,,,,1006,5586,1.08,
HD 219666 b,HD 219666,1,1,Transit,2018,6.03607,0.42,16.6,0.87,0,1073,5527,1.03,0.92
HD 219828 b,HD 219828,1,2,Radial Velocity,2007,3.834887,,,,0.059,,5891,1.69,1.23
HD 219828 b,HD 219828,1,2,Radial Velocity,2007,3.8335,,,,0,,5869,1.56,1.31
HD 219828 b,HD 219828,1,2,Radial Velocity,2007,3.8335,,,,0,,5891,,1.24
HD 219828 b,HD 219828,1,2,Radial Velocity,2007,3.83492,,,,0.101,,5807,1.61,1.18
HD 219828 c,HD 219828,1,2,Radial Velocity,2016,4791,,,,0.8115,,5891,1.69,1.23
HD 219828 c,HD 219828,1,2,Radial Velocity,2016,4682,,,,0.8102,,5807,1.61,1.18
HD 220074 b,HD 220074,1,1,Radial Velocity,2012,672.1,,,,0.14,,3935,49.7,1.2
HD 220074 b,HD 220074,1,1,Radial Velocity,2012,672.09998,,,,0.14,,3787,54.92,2.2
HD 220197 b,HD 220197,1,1,Radial Velocity,2018,1728,,,,0.187,,5683,0.98,0.91
HD 220689 b,HD 220689,1,1,Radial Velocity,2012,2209,,,,0.16,,5921,1.07,1.04
HD 220689 b,HD 220689,1,1,Radial Velocity,2012,2266.4,,,,0.054,,5921,1.07,1.02
HD 220773 b,HD 220773,1,1,Radial Velocity,2011,3724.7,,,,0.51,,5940,,1.16
HD 220842 b,HD 220842,2,1,Radial Velocity,2016,218.47,,,,0.404,,5960,,1.13
HD 221287 b,HD 221287,1,1,Radial Velocity,2007,456.1,,,,0.08,,6304,,1.25
HD 221416 b,HD 221416,1,1,Transit,2019,14.2767,0.836,60.5,0.431,0.115,,5080,2.94,1.21
HD 221416 b,HD 221416,1,1,Transit,2019,14.279001,,,,,,5105,3.09,
HD 221420 b,HD 221420,1,1,Radial Velocity,2019,22482,,,,0.42,,5830,,1.67
HD 221585 b,HD 221585,1,1,Radial Velocity,2016,1173,,,,0.123,,5620,,1.19
HD 222076 b,HD 222076,1,1,Radial Velocity,2016,871,,,,0.08,,4806,4.1,1.07
HD 222155 b,HD 222155,1,1,Radial Velocity,2011,3999,,,,0.16,,5765,1.67,1.13
HD 222155 b,HD 222155,1,1,Radial Velocity,2011,3999,,,,0.16,,5701,1.85,1.21
HD 222582 b,HD 222582,2,1,Radial Velocity,1999,572.38,,,,0.73,,5790,1.13,1.12
HD 222582 b,HD 222582,2,1,Radial Velocity,1999,575.9,,,,0.71,,,,1
HD 222582 b,HD 222582,2,1,Radial Velocity,1999,572.38,,,,0.725,,5727,,0.99
HD 224538 b,HD 224538,1,1,Radial Velocity,2016,1189.1,,,,0.464,,6097,1.54,1.34
HD 224693 b,HD 224693,1,1,Radial Velocity,2006,26.6904,,,,0.104,,5894,1.93,1.31
HD 224693 b,HD 224693,1,1,Radial Velocity,2006,26.73,,,,0.05,,6037,1.7,1.33
HD 22781 b,HD 22781,1,1,Radial Velocity,2011,528.07,,,,0.8191,,5027,,0.75
HD 23079 b,HD 23079,1,1,Radial Velocity,2001,730.59998,,,,0.1,,5974,1.07,1.12
HD 23079 b,HD 23079,1,1,Radial Velocity,2001,730.6,,,,0.102,,5927,,1.01
HD 23079 b,HD 23079,1,1,Radial Velocity,2001,626,,,,0.02,,,,1.1
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,1214,,,,0.44,,,,1.13
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,1214,,,,0.44,,5773,1.64,1.42
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,1211.17,,,,0.406,,5843,1.49,1.21
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,141.6,,,,0.1,,6208,1.35,1.14
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,141.63,,,,0.13,,6101,1.53,1.21
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,141.60001,,,,0.1,,6167,1.42,1.52
HD 233604 b,HD 233604,1,1,Radial Velocity,2013,192,,,,0.05,,4791,10.9,1.5
HD 233832 b,HD 233832,1,1,Radial Velocity,2018,4047,,,,0.381,,4971.74,0.74,0.82
HD 233832 b,HD 233832,1,1,Radial Velocity,2018,2058,,,,0.359,,4981,0.68,0.71
HD 23472 b,HD 23472,1,2,Transit,2019,17.667,,17.92,,0,,,0.73,0.75
HD 23472 b,HD 23472,1,2,Transit,2019,17.66831,,,,,,4813,0.73,
HD 23472 c,HD 23472,1,2,Transit,2019,29.625,,17.18,,0,,,0.73,0.75
HD 23472 c,HD 23472,1,2,Transit,2019,29.796715,,,,,475,4813,0.73,
HD 23596 b,HD 23596,2,1,Radial Velocity,2003,1561,,,,0.266,,5904,,1.16
HD 23596 b,HD 23596,2,1,Radial Velocity,2003,1565,,,,0.292,,5982,1.58,1.1
HD 23596 b,HD 23596,2,1,Radial Velocity,2003,1561,,,,0.27,,6040,1.53,1.47
HD 238914 b,HD 238914,1,1,Radial Velocity,2018,4100,,,,0.56,,4769,12.73,1.47
