pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_radj,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
HD 240210 b,HD 240210,1,1,Radial Velocity,2009,501.75,,,,0.15,,4297,,0.82
HD 240237 b,HD 240237,1,1,Radial Velocity,2011,745.7,,,,0.4,,4361,32,1.69
HD 240237 b,HD 240237,1,1,Radial Velocity,2011,745.70001,,,,0.4,,3926,71.23,8.76
HD 24040 b,HD 24040,1,1,Radial Velocity,2006,3668,,,,0.04,,5802,1.3,1.11
HD 24040 b,HD 24040,1,1,Radial Velocity,2006,3668,,,,0.04,,,,1.18
HD 24040 b,HD 24040,1,1,Radial Velocity,2006,3490,,,,0.047,,5761,1.38,1.03
HD 24040 b,HD 24040,1,1,Radial Velocity,2006,3498,,,,0.01,,,,1.18
HD 24064 b,HD 24064,1,1,Radial Velocity,2015,535.59998,,,,0.35,,4052,40,1.61
HD 24064 b,HD 24064,1,1,Radial Velocity,2015,535.6,,,,0.35,,4052.5,38,1
HD 24085 b,HD 24085,1,1,Radial Velocity,2019,2.0455,,,,0.22,,6034,,1.22
HD 25015 b,HD 25015,1,1,Radial Velocity,2019,6019.32,,,,0.39,,5160,0.83,0.86
HD 25171 b,HD 25171,2,1,Radial Velocity,2010,1845,,,,0.08,,6160,1.18,1.09
HD 25171 b,HD 25171,2,1,Radial Velocity,2010,1802.29,,,,0.042,,6125,1.23,1.08
HD 2638 b,HD 2638,3,1,Radial Velocity,2005,3.4442,,,,0,,5192,,0.93
HD 2638 b,HD 2638,3,1,Radial Velocity,2005,3.4442,,,,0,,5186,0.94,0.77
HD 2685 b,HD 2685,1,1,Transit,2019,4.12688,1.44,372,,0.091,2061,6801,1.56,1.43
HD 2685 b,HD 2685,1,1,Transit,2019,4.126904,,,,,1575,6888,1.55,
HD 26965 b,HD 26965,3,1,Radial Velocity,2018,42.378,,,,0.04,,5072,0.87,0.78
HD 27442 b,HD 27442,2,1,Radial Velocity,2000,428.1,,,,0.06,,4846,,1.23
HD 27442 b,HD 27442,2,1,Radial Velocity,2000,415.2,,,,0.058,,,,1.2
HD 27631 b,HD 27631,1,1,Radial Velocity,2012,2208,,,,0.12,,5737,1,0.94
HD 27631 b,HD 27631,1,1,Radial Velocity,2012,2198.14,,,,0.141,,5737,0.92,0.94
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,17.991,,,,0.049,,4875,,0.8
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,17.9904,,,,0.0486,,,,
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,18.02,,,,0.047,,,,0.8
HD 27894 c,HD 27894,1,3,Radial Velocity,2017,36.07,,,,0.015,,,,0.8
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,5174,,,,0.389,,,,0.8
HD 28185 b,HD 28185,1,1,Radial Velocity,2001,379,,,,0.05,,5662,1.03,1.02
HD 28185 b,HD 28185,1,1,Radial Velocity,2001,383,,,,0.07,,5705,,0.99
HD 28185 b,HD 28185,1,1,Radial Velocity,2001,379,,,,0.05,,,,1.24
HD 28185 b,HD 28185,1,1,Radial Velocity,2001,385.9,,,,0.092,,5546,,0.98
HD 28254 b,HD 28254,2,1,Radial Velocity,2010,1116,,,,0.81,,5664,1.48,1.06
HD 285507 b,HD 285507,1,1,Radial Velocity,2013,6.0881,,,,0.09,,4503,0.69,0.82
HD 285507 b,HD 285507,1,1,Radial Velocity,2013,6.0881,,,,0.086,,4503,0.66,0.73
HD 285968 b,HD 285968,1,1,Radial Velocity,2008,8.7836,,,,0,450,,,0.5
HD 285968 b,HD 285968,1,1,Radial Velocity,2008,8.776,,,,0.148,,3543,0.49,0.48
HD 28678 b,HD 28678,1,1,Radial Velocity,2011,387.1,,,,0.168,,5076,6.2,1.74
HD 28678 b,HD 28678,1,1,Radial Velocity,2011,380.2,,,,0.149,,4972,6.48,1.53
HD 28678 b,HD 28678,1,1,Radial Velocity,2011,387.10001,,,,0.17,,4722,6.98,3.16
HD 29021 b,HD 29021,1,1,Radial Velocity,2017,1362.3,,,,0.459,,5560,0.85,0.85
HD 290327 b,HD 290327,1,1,Radial Velocity,2009,2443,,,,0.08,,5505,0.95,0.84
HD 290327 b,HD 290327,1,1,Radial Velocity,2009,2443,,,,0.08,,5552,1,0.9
HD 2952 b,HD 2952,1,1,Radial Velocity,2013,311.6,,,,0.129,,4844,12.02,2.54
HD 2952 b,HD 2952,1,1,Radial Velocity,2013,311.60001,,,,0.13,,4844,10.76,1.97
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,2770,,,,0.19,,5556,1.13,0.93
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,2770,,,,0.193,,5545.71,1.19,0.98
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,1620,,,,0.22,,,,0.95
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,2527.83,,,,0.162,,5607,1.02,1.05
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,2524.4,,,,0.184,,5580,,0.99
HD 30177 c,HD 30177,1,2,Radial Velocity,2016,11613,,,,0.22,,5580,,0.99
HD 30562 b,HD 30562,1,1,Radial Velocity,2009,1157,,,,0.76,,5882,1.61,1.12
HD 30562 b,HD 30562,1,1,Radial Velocity,2009,1157,,,,0.76,,5861,1.64,1.22
HD 30562 b,HD 30562,1,1,Radial Velocity,2009,1159.2,,,,0.778,,5994,1.53,1.23
HD 30669 b,HD 30669,1,1,Radial Velocity,2014,1684,,,,0.18,,5400,0.91,0.92
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,912,,,,0.12,,4971,4.73,1.65
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,912,,,,0.117,,4982,4.2,1.35
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,847,,,,0.061,,4895,4.4,1.17
HD 31253 b,HD 31253,1,1,Radial Velocity,2010,466,,,,0.3,,6130,1.75,1.7
HD 31253 b,HD 31253,1,1,Radial Velocity,2010,466,,,,0.3,,5960,1.71,1.23
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,16.5535,,,,0.1,,5898,,0.96
HD 31527 c,HD 31527,1,3,Radial Velocity,2019,51.2053,,,,0.04,,5898,,0.96
HD 31527 d,HD 31527,1,3,Radial Velocity,2019,271.6737,,,,0.24,,5898,,0.96
HD 3167 b,HD 3167,1,3,Transit,2016,0.96,0.145,5.59,7.2,,,5261,0.88,0.84
HD 3167 b,HD 3167,1,3,Transit,2016,0.959628,0.16,,,,,5284,0.88,0.91
HD 3167 b,HD 3167,1,3,Transit,2016,0.959665,0.14,,,,,5366,,
HD 3167 b,HD 3167,1,3,Transit,2016,0.959665,0.145,,,,,5366,0.84,0.89
HD 3167 b,HD 3167,1,3,Transit,2016,0.959624,0.152,,,,1669,5528,0.87,0.94
HD 3167 b,HD 3167,1,3,Transit,2016,0.959628,0.139,,,,1860,5370,0.83,0.88
HD 3167 b,HD 3167,1,3,Transit,2016,0.959641,0.152,5.02,5.6,0,,5261,0.86,0.86
HD 3167 c,HD 3167,1,3,Transit,2016,,,,,,,,,
HD 3167 c,HD 3167,1,3,Transit,2016,29.839835,0.27,,,,,5284,0.88,0.91
HD 3167 c,HD 3167,1,3,Transit,2016,29.844982,0.25,,,,,5366,,
HD 3167 c,HD 3167,1,3,Transit,2016,29.83832,0.255,,,,531,5528,0.87,0.94
HD 3167 c,HD 3167,1,3,Transit,2016,29.8454,0.254,,,,500,5370,0.83,0.88
HD 3167 c,HD 3167,1,3,Transit,2016,29.844982,0.253,,,,,5366,0.84,0.89
HD 3167 c,HD 3167,1,3,Transit,2016,29.8454,0.269,9.8,1.97,0.267,,5261,0.86,0.86
HD 3167 d,HD 3167,1,3,Radial Velocity,2017,8.509,,,,0.36,,5261,0.86,0.86
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,157.54,,,,0.01,,4580,10.22,1.13
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,2372,,,,0.07,,5727,,0.94
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,3.38773,,,,0,,5000,0.84,0.47
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,3.38773,,,,0,990,5017,,0.7
HD 33142 b,HD 33142,1,2,Radial Velocity,2011,326.6,,,,0.12,,5052,4.2,1.48
HD 33142 b,HD 33142,1,2,Radial Velocity,2011,326,,,,0.066,,4978,4.45,1.41
HD 33142 b,HD 33142,1,2,Radial Velocity,2011,326.60001,,,,0.12,,5009,3.97,1.78
HD 33142 c,HD 33142,1,2,Radial Velocity,2018,834,,,,0.05,,,,1.62
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,18.179,,,,0.48,,6108,1.74,1.47
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,18.1991,,,,0.399,,5935,1.97,1.38
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,18.179,,,,0.48,,5995,1.2,1.24
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,388,,,,0.34,,6250,,1.25
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,551.40002,,,,0.15,,4861,5.39,1.84
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,551.4,,,,0.15,,4861,5.29,1.78
HD 33844 c,HD 33844,1,2,Radial Velocity,2015,916,,,,0.13,,4861,5.29,1.78
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,1049,,,,0.27,,5836,1.38,1.07
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,1049,,,,0.27,,5879,1.38,1.14
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,1056.7,,,,0.014,,5836,1.38,1.07
HD 34445 c,HD 34445,1,6,Radial Velocity,2017,214.67,,,,0.036,,5836,1.38,1.07
HD 34445 d,HD 34445,1,6,Radial Velocity,2017,117.87,,,,0.027,,5836,1.38,1.07
HD 34445 e,HD 34445,1,6,Radial Velocity,2017,49.175,,,,0.09,,5836,1.38,1.07
HD 34445 f,HD 34445,1,6,Radial Velocity,2017,676.8,,,,0.031,,5836,1.38,1.07
HD 34445 g,HD 34445,1,6,Radial Velocity,2017,5700,,,,0.032,,5836,1.38,1.07
HD 35759 b,HD 35759,1,1,Radial Velocity,2016,82.467,,,,0.389,,6060,,1.15
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,62.218,,,,0.596,,5221,,0.88
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,62.206,,,,0.618,,5274.92,0.87,0.9
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,62.25,,,,0.645,,5221,,0.8
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,62.197,,,,0.63,,5274.92,0.87,0.9
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,,,,,0.079,,,,0.78
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,154.46,,,,0.055,,,,0.78
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,153,,,,0.1,,,,0.91
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,154.378,,,,0.054,,,,0.85
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,843.6,,,,0.14,,,,0.78
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,1942,,,,0.4,,,,0.91
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,,,,,0.15,,,,0.78
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,885.5,,,,0.125,,,,0.85
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,2295,,,,0.2,,,,0.78
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,1862,,,,0.16,,,,0.85
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,,,,,0.297,,,,0.78
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,55.01307,,,,0.6767,,5448,0.9,1
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,55.01292,,,,0.6745,,5329,0.91,0.94
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,54.21,,,,0.7342,,5329,0.98,0.92
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,54.23,,,,0.737,,5475,,
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,55.01307,,,,0.68,,5340,0.95,0.68
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,55.027,,,,0.677,,5329,0.98,0.92
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,2720,,,,0.013,,5448,0.9,1
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,2720,,,,0.03,,5329,0.91,0.94
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,2455,,,,0,,,,1
HD 38283 b,HD 38283,1,1,Radial Velocity,2010,363.20001,,,,0.41,,5981,1.49,1.37
HD 38283 b,HD 38283,1,1,Radial Velocity,2010,363.2,,,,0.41,,5998,,1.08
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,14.30944,,,,0.28,,5541,2.56,1.41
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,14.3093,,,,0.248,,5541,2.84,0.98
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,14.3102,,,,0.244,,5541,2.84,0.98
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,14.32,,,,0.27,,5370,2.82,1.39
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,14.3098,,,,0.257,,5697,,1.48
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,2146.1,,,,0.3551,,5541,2.84,0.98
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,2136.1,,,,0.3407,,5541,2.56,1.41
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,2132.4,,,,0.342,,,,1.34
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,2165,,,,0.3506,,5541,2.84,0.98
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,2140.2,,,,0.341,,5697,,1.48
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,685.25,,,,0.017,,5338,2.03,1.21
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,686.8,,,,0.059,,5207,2.41,1.29
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,687.14,,,,0.0572,,5207,2.41,1.29
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,696.29999,,,,0,,5277,2.38,1.64
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,696.3,,,,0,,5222,2.53,1.36
HD 39091 b,HD 39091,1,2,Radial Velocity,2001,2093.07,,,,0.637,,6037,1.1,1.09
HD 39091 b,HD 39091,1,2,Radial Velocity,2001,2049,,,,0.61,,,,1.1
HD 39091 b,HD 39091,1,2,Radial Velocity,2001,2151,,,,0.6405,,5950,,1.1
HD 39091 b,HD 39091,1,2,Radial Velocity,2001,2091.2,,,,0.6394,,5870,1.1,1.02
HD 39855 b,HD 39855,1,1,Radial Velocity,2019,3.2498,,,,0.14,,5576,,0.87
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,4.3123,,,,0.1964,910,4867.44,0.72,0.79
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,4.3123,,,,0.2,,4956,,0.77
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,4.3115,,,,0.168,,4977,,0.77
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,9.6207,,,,0.103,,4977,,0.77
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,9.6183,,,,0.05777,696,4867.44,0.72,0.79
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,9.6184,,,,0.06,,4956,,0.77
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,20.4185,,,,0.122,,4977,,0.77
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,20.432,,,,0.07,,4956,,0.77
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,20.4321,,,,0.06728,541,4867.44,0.72,0.79
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,51.7768,,,,0.06175,398,4867.44,0.72,0.79
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,51.76,,,,0.02,,4956,,0.77
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,51.56,,,,0.352,,4977,,0.77
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,197.8,,,,0.29,,4956,,0.77
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,196.343,,,,0.2205,255,4867.44,0.72,0.79
HD 40956 b,HD 40956,1,1,Radial Velocity,2017,578.6,,,,0.24,,4869,8.56,2
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,264.15,,,,0.252,,6089,,1.15
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,264.14999,,,,0.25,,6165,1.21,1.45
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,263.84,,,,0.269,,6139,1.24,1.16
HD 41004 A b,HD 41004 A,2,2,Radial Velocity,2004,963,,,,0.74,,,,
HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,1.328199,,,,0.065,,,,
HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,1.3283,,,,0.081,,,,0.4
HD 4113 b,HD 4113,3,1,Radial Velocity,2007,526.62,,,,0.903,,5688,,0.99
HD 42012 b,HD 42012,1,1,Radial Velocity,2017,857.5,,,,0.2,,5405,0.82,0.83
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,431.88,,,,0.52,,5596,1.42,1.25
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,431.88,,,,0.519,,5702,,1.13
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,437.05,,,,0.52,,5582,1.5,0.99
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,406,,,,0.53,,,,1.06
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,7053,,,,0.182,,,,1.13
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,6700,,,,0.24,,5582,1.5,0.99
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,829,,,,0.04,,,,0.93
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,832.97,,,,0.042,,5717,0.85,0.88
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,828,,,,0.05,,5629,0.92,0.9
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,828,,,,0.052,,5600,,0.87
HD 42618 b,HD 42618,1,1,Radial Velocity,2016,149.61,,,,0.19,337,5727,1,1.01
HD 4308 b,HD 4308,1,1,Radial Velocity,2005,15.56,,,,0,,5686,1.02,0.93
HD 4308 b,HD 4308,1,1,Radial Velocity,2005,15.56,,,,0,,5685,,0.83
HD 4313 b,HD 4313,1,1,Radial Velocity,2009,356,,,,0.04,,5005,4.91,2.47
HD 4313 b,HD 4313,1,1,Radial Velocity,2009,356.21,,,,0.147,,4943,5.14,1.63
HD 4313 b,HD 4313,1,1,Radial Velocity,2009,356,,,,0.041,,5035,4.9,1.72
HD 43197 b,HD 43197,1,1,Radial Velocity,2010,327.8,,,,0.83,,5508,1,0.96
HD 43691 b,HD 43691,3,1,Radial Velocity,2007,36.96,,,,0.14,,6200,,1.38
HD 43691 b,HD 43691,3,1,Radial Velocity,2007,36.9987,,,,0.0796,,6093,1.6,1.32
HD 44219 b,HD 44219,1,1,Radial Velocity,2010,472.3,,,,0.61,,5752,1.32,1
HD 45184 b,HD 45184,1,2,Radial Velocity,2019,5.8854,,,,0.07,,5869,,1.03
HD 45184 c,HD 45184,1,2,Radial Velocity,2019,13.1354,,,,0.07,,5869,,1.03
HD 45350 b,HD 45350,1,1,Radial Velocity,2004,963.6,,,,0.778,,5566,1.26,0.98
HD 45350 b,HD 45350,1,1,Radial Velocity,2004,962.1,,,,0.764,,,,1.02
HD 45350 b,HD 45350,1,1,Radial Velocity,2004,890.76,,,,0.78,,5616,,1.02
HD 45364 b,HD 45364,1,2,Radial Velocity,2008,226.93,,,,0.1684,,5434,,0.82
HD 45364 c,HD 45364,1,2,Radial Velocity,2008,342.85,,,,0.0974,,5434,,0.82
HD 45652 b,HD 45652,1,1,Radial Velocity,2008,43.6,,,,0.38,,5232,0.96,0.54
HD 45652 b,HD 45652,1,1,Radial Velocity,2008,44.073,,,,0.607,,5294,0.94,0.92
HD 45652 b,HD 45652,1,1,Radial Velocity,2008,43.6,,,,0.38,,5312,,0.83
HD 46375 b,HD 46375,2,1,Radial Velocity,2000,3.023573,,,,0.063,,5285,,0.92
HD 46375 b,HD 46375,2,1,Radial Velocity,2000,3.024,,,,0.04,,,,1
HD 47186 b,HD 47186,1,2,Radial Velocity,2008,4.0845,,,,0.038,,,,
HD 47186 b,HD 47186,1,2,Radial Velocity,2008,4.0845,,,,0.04,,5657,1.08,0.96
HD 47186 c,HD 47186,1,2,Radial Velocity,2008,1353.6,,,,0.249,,,,
HD 4732 b,HD 4732,2,2,Radial Velocity,2012,360.2,,,,0.13,,4959,5.4,1.74
HD 4732 c,HD 4732,2,2,Radial Velocity,2012,2732,,,,0.23,,4959,5.4,1.74
HD 47366 b,HD 47366,1,2,Radial Velocity,2016,363.3,,,,0.089,,4866,7.3,1.81
HD 47366 b,HD 47366,1,2,Radial Velocity,2016,359.15,,,,0.06,,4914,6.2,2.19
HD 47366 c,HD 47366,1,2,Radial Velocity,2016,682.85,,,,0.1,,4914,6.2,2.19
HD 47366 c,HD 47366,1,2,Radial Velocity,2016,684.7,,,,0.278,,4866,7.3,1.81
HD 47536 b,HD 47536,1,1,Radial Velocity,2002,434.9,,,,0.3,,,,0.98
HD 47536 b,HD 47536,1,1,Radial Velocity,2002,712.13,,,,0.2,,4380,23.47,2.1
HD 48265 b,HD 48265,1,1,Radial Velocity,2008,778.51,,,,0.211,,5733,1.9,1.31
HD 48265 b,HD 48265,1,1,Radial Velocity,2008,762,,,,0.24,,,,0.93
HD 48265 b,HD 48265,1,1,Radial Velocity,2008,780.3,,,,0.08,,5650,2.05,1.28
HD 4917 b,HD 4917,1,1,Radial Velocity,2018,400.5,,,,0.066,,4802,5.01,1.32
HD 49674 b,HD 49674,1,1,Radial Velocity,2002,4.948,,,,0,,,,1
HD 49674 b,HD 49674,1,1,Radial Velocity,2002,4.94737,,,,0.087,,5662,,1.06
HD 49674 b,HD 49674,1,1,Radial Velocity,2002,4.9437,,,,0.29,,5583,1.04,0.99
HD 49674 b,HD 49674,1,1,Radial Velocity,2002,4.94737,,,,0.09,,5602,1.02,1.03
HD 50499 b,HD 50499,1,2,Radial Velocity,2005,2447.1,,,,0.266,,6102,1.35,1.25
HD 50499 b,HD 50499,1,2,Radial Velocity,2005,2453,,,,0.334,,,,1.28
HD 50499 b,HD 50499,1,2,Radial Velocity,2005,2483.7,,,,0.27,,6099,1.42,1.31
HD 50499 b,HD 50499,1,2,Radial Velocity,2005,2482.7,,,,0.23,,,,1.24
HD 50499 c,HD 50499,1,2,Radial Velocity,2019,8619.9,,,,0,,6099,1.42,1.31
HD 50554 b,HD 50554,1,1,Radial Velocity,2002,1254.6,,,,0.51,,5844,1.1,1.06
HD 50554 b,HD 50554,1,1,Radial Velocity,2002,1293,,,,0.501,,5987,1.02,1.04
HD 50554 b,HD 50554,1,1,Radial Velocity,2002,1224,,,,0.444,,5929,,1.05
HD 50554 b,HD 50554,1,1,Radial Velocity,2002,1293,,,,0.501,,6007,1.13,1.11
HD 51608 b,HD 51608,1,2,Radial Velocity,2019,14.0726,,,,0.09,,5358,,0.8
HD 51608 c,HD 51608,1,2,Radial Velocity,2019,95.9446,,,,0.14,,5358,,0.8
HD 52265 b,HD 52265,1,1,Radial Velocity,2000,119.6,,,,0.35,405,6060,1.1,1.18
HD 52265 b,HD 52265,1,1,Radial Velocity,2000,119.27,,,,0.27,,6136,,1.2
HD 52265 b,HD 52265,1,1,Radial Velocity,2000,118.96,,,,0.29,,,,1.13
HD 52265 b,HD 52265,1,1,Radial Velocity,2000,119.29,,,,0.32,,6117,1.32,1.32
HD 52265 b,HD 52265,1,1,Radial Velocity,2000,119.29,,,,0.325,,6076,,1.2
HD 5319 b,HD 5319,1,2,Radial Velocity,2007,638.6,,,,0.015,,4871,4.06,1.27
HD 5319 b,HD 5319,1,2,Radial Velocity,2007,641,,,,0.02,,4958,3.85,1.51
HD 5319 b,HD 5319,1,2,Radial Velocity,2007,641,,,,0.02,,4900,4.19,1.44
HD 5319 b,HD 5319,1,2,Radial Velocity,2007,674.6,,,,0.12,,5052,3.26,1.56
HD 5319 b,HD 5319,1,2,Radial Velocity,2007,637.1,,,,0.092,,4871,4.06,1.27
HD 5319 c,HD 5319,1,2,Radial Velocity,2014,886,,,,0.15,,4958,3.85,1.51
HD 5319 c,HD 5319,1,2,Radial Velocity,2014,872.2,,,,0.183,,4871,4.06,1.27
HD 5319 c,HD 5319,1,2,Radial Velocity,2014,877,,,,0.109,,4871,4.06,1.27
HD 55696 b,HD 55696,1,1,Radial Velocity,2018,1827,,,,0.705,,6012,1.52,1.29
HD 5583 b,HD 5583,1,1,Radial Velocity,2016,139.35,,,,0.076,,4830,9.09,1.01
HD 5608 b,HD 5608,1,1,Radial Velocity,2012,792.6,,,,0.19,,4854,5.5,1.55
HD 5608 b,HD 5608,1,1,Radial Velocity,2012,779.9,,,,0.056,,4877,5.14,1.53
HD 5608 b,HD 5608,1,1,Radial Velocity,2012,792.59998,,,,0.19,,4929,5.09,1.98
HD 564 b,HD 564,1,1,Radial Velocity,2014,492.3,,,,0.096,,5902,1.01,0.96
HD 5891 b,HD 5891,1,1,Radial Velocity,2011,177.11,,,,0.07,,4673,10.64,1.93
HD 5891 b,HD 5891,1,1,Radial Velocity,2011,177.11,,,,0.066,,4907,8.7,1.91
HD 59686 A b,HD 59686 A,2,1,Radial Velocity,2016,299.36,,,,0.05,,4658,13.2,1.9
HD 60532 b,HD 60532,1,2,Radial Velocity,2008,201.3,,,,0.28,,6095,,1.44
HD 60532 b,HD 60532,1,2,Radial Velocity,2008,201.9,,,,0.26,,6245,2.57,1.5
HD 60532 c,HD 60532,1,2,Radial Velocity,2008,600.1,,,,0.03,,6245,2.57,1.5
HD 60532 c,HD 60532,1,2,Radial Velocity,2008,604,,,,0.02,,6095,,1.44
HD 62509 b,HD 62509,1,1,Radial Velocity,2006,596.6,,,,0.011,,4858,,1.73
HD 62509 b,HD 62509,1,1,Radial Velocity,2006,589.64,,,,0.02,,4892.63,,
HD 62509 b,HD 62509,1,1,Radial Velocity,2006,589.7,,,,0.06,,,8.9,1.7
HD 62509 b,HD 62509,1,1,Radial Velocity,2006,,,,,,,,,2
HD 63454 b,HD 63454,1,1,Radial Velocity,2005,2.81805,,,,0,,4812,0.77,0.42
HD 63454 b,HD 63454,1,1,Radial Velocity,2005,2.818049,1.098,,,0,,4840,1.05,0.84
HD 63454 b,HD 63454,1,1,Radial Velocity,2005,2.817822,,,,0,,4841,,0.8
HD 63765 b,HD 63765,1,1,Radial Velocity,2009,358,,,,0.24,,5449,0.83,0.65
HD 63765 b,HD 63765,1,1,Radial Velocity,2009,358,,,,0.24,,5432,,0.86
HD 64114 b,HD 64114,1,1,Radial Velocity,2019,45.791,,,,0.12,,5676,,0.95
HD 6434 b,HD 6434,1,1,Radial Velocity,2003,21.998,,,,0.17,,5769,1.12,1.1
HD 6434 b,HD 6434,1,1,Radial Velocity,2003,21.998,,,,0.17,,5835,,0.79
HD 6434 b,HD 6434,1,1,Radial Velocity,2003,22.017,,,,0.146,,5690,1.14,0.89
HD 65216 b,HD 65216,3,2,Radial Velocity,2003,572.4,,,,0,,5623.44,0.89,1
HD 65216 b,HD 65216,3,2,Radial Velocity,2003,613.09998,,,,0.41,,5645,0.88,0.88
HD 65216 b,HD 65216,3,2,Radial Velocity,2003,613.1,,,,0.41,,5666,,0.92
HD 65216 b,HD 65216,3,2,Radial Velocity,2003,577.6,,,,0.27,,5612,,0.87
HD 65216 c,HD 65216,3,2,Radial Velocity,2013,5370,,,,0.17,,5612,,0.87
HD 65216 c,HD 65216,3,2,Radial Velocity,2013,152.6,,,,0.02,,5623.44,0.89,1
